sn,np,coating,bacteria,mdr,strain,np_synthesis,method,mic_np_µg_ml,concentration,zoi_np_mm,np_size_min_nm,np_size_max_nm,np_size_avg_nm,shape,time_set_hours,zeta_potential_mV,solvent_for_extract,temperature_for_extract_C,duration_preparing_extract_min,precursor_of_np,concentration_of_precursor_mM,hydrodynamic_diameter_nm,ph_during_synthesis,reference,doi,article_list,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access
2162,CuO,0,Bacillus subtilis,0,,chemical_synthesis using oxalic acid,ZOI,,2,17,13,13,13,nanoplates,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2163,CuO,0,Bacillus subtilis,0,,chemical_synthesis using oxalic acid,ZOI,,4,13,46.8,46.8,46.8,nanoplates,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2164,CuO,0,Bacillus subtilis,0,,chemical_synthesis using oxalic acid,ZOI,,6,14,51.3,51.3,51.3,nanoplates,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2165,CuO,0,Bacillus subtilis,0,,chemical_synthesis using oxalic acid,ZOI,,8,15,51.9,51.9,51.9,nanoplates,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2166,CuO,0,Bacillus subtilis,0,,chemical_synthesis using oxalic acid,ZOI,,10,14,110.2,110.2,110.2,nanoplates,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2167,CuO,0,Bacillus subtilis,0,,chemical_synthesis using oxalic acid,ZOI,,100,17,304,304,304,nanoplates,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2168,CuO,0,Bacillus subtilis,0,,chemical_synthesis using sodium borohydride,ZOI,,2,19,15.8,15.8,15.8,snowflake,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2169,CuO,0,Bacillus subtilis,0,,chemical_synthesis using sodium borohydride,ZOI,,4,17,25.9,25.9,25.9,snowflake,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2170,CuO,0,Bacillus subtilis,0,,chemical_synthesis using sodium borohydride,ZOI,,6,19,37.1,37.1,37.1,snowflake,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2171,CuO,0,Bacillus subtilis,0,,chemical_synthesis using sodium borohydride,ZOI,,8,17,41.9,41.9,41.9,snowflake,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2172,CuO,0,Bacillus subtilis,0,,chemical_synthesis using sodium borohydride,ZOI,,10,18,42,42,42,snowflake,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2173,CuO,0,Bacillus subtilis,0,,chemical_synthesis using sodium borohydride,ZOI,,100,21,44,44,44,snowflake,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2174,CuO,0,Bacillus subtilis,0,,chemical_synthesis using tri-sodium citrate,ZOI,,2,14,14.6,14.6,14.6,ellipsoidal,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2175,CuO,0,Bacillus subtilis,0,,chemical_synthesis using tri-sodium citrate,ZOI,,4,12,45.1,45.1,45.1,ellipsoidal,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2176,CuO,0,Bacillus subtilis,0,,chemical_synthesis using tri-sodium citrate,ZOI,,6,13,45.3,45.3,45.3,ellipsoidal,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2177,CuO,0,Bacillus subtilis,0,,chemical_synthesis using tri-sodium citrate,ZOI,,8,11,46,46,46,ellipsoidal,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2178,CuO,0,Bacillus subtilis,0,,chemical_synthesis using tri-sodium citrate,ZOI,,10,11,46.8,46.8,46.8,ellipsoidal,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2179,CuO,0,Bacillus subtilis,0,,chemical_synthesis using tri-sodium citrate,ZOI,,100,15,92,92,92,ellipsoidal,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2180,CuO,0,Escherichia coli,0,,chemical_synthesis using oxalic acid,ZOI,,2,13,13,13,13,nanoplates,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2181,CuO,0,Escherichia coli,0,,chemical_synthesis using oxalic acid,ZOI,,4,13,46.8,46.8,46.8,nanoplates,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2182,CuO,0,Escherichia coli,0,,chemical_synthesis using oxalic acid,ZOI,,6,13,51.3,51.3,51.3,nanoplates,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2183,CuO,0,Escherichia coli,0,,chemical_synthesis using oxalic acid,ZOI,,8,16,51.9,51.9,51.9,nanoplates,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2184,CuO,0,Escherichia coli,0,,chemical_synthesis using oxalic acid,ZOI,,10,13,110.2,110.2,110.2,nanoplates,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2185,CuO,0,Escherichia coli,0,,chemical_synthesis using oxalic acid,ZOI,,100,17,304,304,304,nanoplates,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2186,CuO,0,Escherichia coli,0,,chemical_synthesis using sodium borohydride,ZOI,,2,15,15.8,15.8,15.8,snowflake,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2187,CuO,0,Escherichia coli,0,,chemical_synthesis using sodium borohydride,ZOI,,4,15,25.9,25.9,25.9,snowflake,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2188,CuO,0,Escherichia coli,0,,chemical_synthesis using sodium borohydride,ZOI,,6,18,37.1,37.1,37.1,snowflake,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2189,CuO,0,Escherichia coli,0,,chemical_synthesis using sodium borohydride,ZOI,,8,17,41.9,41.9,41.9,snowflake,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2190,CuO,0,Escherichia coli,0,,chemical_synthesis using sodium borohydride,ZOI,,10,18,42,42,42,snowflake,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2191,CuO,0,Escherichia coli,0,,chemical_synthesis using sodium borohydride,ZOI,,100,21,44,44,44,snowflake,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2192,CuO,0,Escherichia coli,0,,chemical_synthesis using tri-sodium citrate,ZOI,,2,12,14.6,14.6,14.6,ellipsoidal,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2193,CuO,0,Escherichia coli,0,,chemical_synthesis using tri-sodium citrate,ZOI,,4,11,45.1,45.1,45.1,ellipsoidal,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2194,CuO,0,Escherichia coli,0,,chemical_synthesis using tri-sodium citrate,ZOI,,6,12,45.3,45.3,45.3,ellipsoidal,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2195,CuO,0,Escherichia coli,0,,chemical_synthesis using tri-sodium citrate,ZOI,,8,15,46,46,46,ellipsoidal,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2196,CuO,0,Escherichia coli,0,,chemical_synthesis using tri-sodium citrate,ZOI,,10,11,46.8,46.8,46.8,ellipsoidal,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2197,CuO,0,Escherichia coli,0,,chemical_synthesis using tri-sodium citrate,ZOI,,100,13,92,92,92,ellipsoidal,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2198,CuO,0,Lactococcus lactis,0,,chemical_synthesis using oxalic acid,ZOI,,2,14,13,13,13,nanoplates,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2199,CuO,0,Lactococcus lactis,0,,chemical_synthesis using oxalic acid,ZOI,,4,14,46.8,46.8,46.8,nanoplates,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2200,CuO,0,Lactococcus lactis,0,,chemical_synthesis using oxalic acid,ZOI,,6,11,51.3,51.3,51.3,nanoplates,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2201,CuO,0,Lactococcus lactis,0,,chemical_synthesis using oxalic acid,ZOI,,8,13,51.9,51.9,51.9,nanoplates,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2202,CuO,0,Lactococcus lactis,0,,chemical_synthesis using oxalic acid,ZOI,,10,13,110.2,110.2,110.2,nanoplates,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2203,CuO,0,Lactococcus lactis,0,,chemical_synthesis using oxalic acid,ZOI,,100,12,304,304,304,nanoplates,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2204,CuO,0,Lactococcus lactis,0,,chemical_synthesis using sodium borohydride,ZOI,,2,20,15.8,15.8,15.8,snowflake,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
2205,CuO,0,Lactococcus lactis,0,,chemical_synthesis using sodium borohydride,ZOI,,4,14.2,25.9,25.9,25.9,snowflake,24,,,,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.1016/j.inoche.2022.110372,206,Inorganic Chemistry Communications,Elsevier BV,2023,"Copper oxide nanoparticles: Synthesis via chemical reduction, characterization, antibacterial activity, and possible mechanism involved",FALSE,FALSE,closed,206_1-s2.0-S1387700322011807-main.pdf,0
