sn,material,shape,coat_functional_group,synthesis_method,surface_charge,size_in_medium_nm,zeta_in_medium_mv,no_of_cells_cells_well,human_animal,cell_source,cell_tissue,cell_morphology,cell_age,time_hr,concentration,test,test_indicator,viability_%,doi,article_list,core_nm,hydrodynamic_nm,potential_mv,cell_type,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access
3724,C,Nanotube,COOH,Commercial,Negative,221.9,-5.5,40000,H,Human,Umbilical Vein,Endothelial,Embryonic,24,32,CCK-8,TetrazoliumSalt,72.973,10.1016/j.ecoenv.2018.06.025,114,,25,-5.63,HUVEC,Ecotoxicology and Environmental Safety,Elsevier BV,2018,"Cytotoxicity, cytokine release and ER stress-autophagy gene expression in endothelial cells and alveolar-endothelial co-culture exposed to pristine and carboxylated multi-walled carbon nanotubes",FALSE,FALSE,closed,114_chang2018.pdf,0
3725,C,Nanotube,COOH,Commercial,Negative,221.9,-5.5,40000,H,Human,Umbilical Vein,Endothelial,Embryonic,24,128,CCK-8,TetrazoliumSalt,46.741,10.1016/j.ecoenv.2018.06.025,114,,25,-5.63,HUVEC,Ecotoxicology and Environmental Safety,Elsevier BV,2018,"Cytotoxicity, cytokine release and ER stress-autophagy gene expression in endothelial cells and alveolar-endothelial co-culture exposed to pristine and carboxylated multi-walled carbon nanotubes",FALSE,FALSE,closed,114_chang2018.pdf,0
3726,ZnO,Rod,,Sol-Gel Method,Negative,97,-29,10000,H,Human,Lung,Epithelial,Adult,24,5,MTT,TetrazoliumSalt,95.017,10.1016/j.nano.2011.04.011,115,,52,,A549,"Nanomedicine: Nanotechnology, Biology and Medicine",Elsevier BV,2011,"ZnO nanorod-induced apoptosis in human alveolar adenocarcinoma cells via p53, survivin and bax/bcl-2 pathways: role of oxidative stress",FALSE,FALSE,closed,115_ahamed2011.pdf,0
3727,ZnO,Rod,,Sol-Gel Method,Negative,97,-29,10000,H,Human,Lung,Epithelial,Adult,24,10,MTT,TetrazoliumSalt,73.09,10.1016/j.nano.2011.04.011,115,,52,,A549,"Nanomedicine: Nanotechnology, Biology and Medicine",Elsevier BV,2011,"ZnO nanorod-induced apoptosis in human alveolar adenocarcinoma cells via p53, survivin and bax/bcl-2 pathways: role of oxidative stress",FALSE,FALSE,closed,115_ahamed2011.pdf,0
3728,ZnO,Rod,,Sol-Gel Method,Negative,97,-29,10000,H,Human,Lung,Epithelial,Adult,24,25,MTT,TetrazoliumSalt,60.133,10.1016/j.nano.2011.04.011,115,,52,,A549,"Nanomedicine: Nanotechnology, Biology and Medicine",Elsevier BV,2011,"ZnO nanorod-induced apoptosis in human alveolar adenocarcinoma cells via p53, survivin and bax/bcl-2 pathways: role of oxidative stress",FALSE,FALSE,closed,115_ahamed2011.pdf,0
3729,ZnO,Rod,,Sol-Gel Method,Negative,97,-29,10000,H,Human,Lung,Epithelial,Adult,24,50,MTT,TetrazoliumSalt,49.169,10.1016/j.nano.2011.04.011,115,,52,,A549,"Nanomedicine: Nanotechnology, Biology and Medicine",Elsevier BV,2011,"ZnO nanorod-induced apoptosis in human alveolar adenocarcinoma cells via p53, survivin and bax/bcl-2 pathways: role of oxidative stress",FALSE,FALSE,closed,115_ahamed2011.pdf,0
3730,ZnO,Rod,,Sol-Gel Method,Negative,97,-29,10000,H,Human,Lung,Epithelial,Adult,24,100,MTT,TetrazoliumSalt,39.092,10.1016/j.nano.2011.04.011,115,,52,,A549,"Nanomedicine: Nanotechnology, Biology and Medicine",Elsevier BV,2011,"ZnO nanorod-induced apoptosis in human alveolar adenocarcinoma cells via p53, survivin and bax/bcl-2 pathways: role of oxidative stress",FALSE,FALSE,closed,115_ahamed2011.pdf,0
3731,ZnO,Rod,,Sol-Gel Method,Negative,97,-29,10000,H,Human,Lung,Epithelial,Adult,48,5,MTT,TetrazoliumSalt,93.245,10.1016/j.nano.2011.04.011,115,,52,,A549,"Nanomedicine: Nanotechnology, Biology and Medicine",Elsevier BV,2011,"ZnO nanorod-induced apoptosis in human alveolar adenocarcinoma cells via p53, survivin and bax/bcl-2 pathways: role of oxidative stress",FALSE,FALSE,closed,115_ahamed2011.pdf,0
3732,ZnO,Rod,,Sol-Gel Method,Negative,97,-29,10000,H,Human,Lung,Epithelial,Adult,48,10,MTT,TetrazoliumSalt,60.908,10.1016/j.nano.2011.04.011,115,,52,,A549,"Nanomedicine: Nanotechnology, Biology and Medicine",Elsevier BV,2011,"ZnO nanorod-induced apoptosis in human alveolar adenocarcinoma cells via p53, survivin and bax/bcl-2 pathways: role of oxidative stress",FALSE,FALSE,closed,115_ahamed2011.pdf,0
3733,ZnO,Rod,,Sol-Gel Method,Negative,97,-29,10000,H,Human,Lung,Epithelial,Adult,48,25,MTT,TetrazoliumSalt,47.841,10.1016/j.nano.2011.04.011,115,,52,,A549,"Nanomedicine: Nanotechnology, Biology and Medicine",Elsevier BV,2011,"ZnO nanorod-induced apoptosis in human alveolar adenocarcinoma cells via p53, survivin and bax/bcl-2 pathways: role of oxidative stress",FALSE,FALSE,closed,115_ahamed2011.pdf,0
3734,ZnO,Rod,,Sol-Gel Method,Negative,97,-29,10000,H,Human,Lung,Epithelial,Adult,48,50,MTT,TetrazoliumSalt,37.874,10.1016/j.nano.2011.04.011,115,,52,,A549,"Nanomedicine: Nanotechnology, Biology and Medicine",Elsevier BV,2011,"ZnO nanorod-induced apoptosis in human alveolar adenocarcinoma cells via p53, survivin and bax/bcl-2 pathways: role of oxidative stress",FALSE,FALSE,closed,115_ahamed2011.pdf,0
3735,ZnO,Rod,,Sol-Gel Method,Negative,97,-29,10000,H,Human,Lung,Epithelial,Adult,48,100,MTT,TetrazoliumSalt,26.91,10.1016/j.nano.2011.04.011,115,,52,,A549,"Nanomedicine: Nanotechnology, Biology and Medicine",Elsevier BV,2011,"ZnO nanorod-induced apoptosis in human alveolar adenocarcinoma cells via p53, survivin and bax/bcl-2 pathways: role of oxidative stress",FALSE,FALSE,closed,115_ahamed2011.pdf,0
3736,NiO,Sphere,,Commercial,Positive,197,-11.5,10000,H,Human,Liver,Epithelial,Adult,24,5,MTS,TetrazoliumSalt,101.65,10.1016/j.chemosphere.2019.125488,116,,21.6,25.3,HepG2,Chemosphere,Elsevier BV,2020,High-throughput transcriptomics: An insight on the pathways affected in HepG2 cells exposed to nickel oxide nanoparticles,FALSE,FALSE,closed,116_10.1016@j.chemosphere.2019.125488.pdf,0
3737,NiO,Sphere,,Commercial,Positive,197,-11.5,10000,H,Human,Liver,Epithelial,Adult,24,10,MTS,TetrazoliumSalt,82.234,10.1016/j.chemosphere.2019.125488,116,,21.6,25.3,HepG2,Chemosphere,Elsevier BV,2020,High-throughput transcriptomics: An insight on the pathways affected in HepG2 cells exposed to nickel oxide nanoparticles,FALSE,FALSE,closed,116_10.1016@j.chemosphere.2019.125488.pdf,0
3738,NiO,Sphere,,Commercial,Positive,197,-11.5,10000,H,Human,Liver,Epithelial,Adult,24,25,MTS,TetrazoliumSalt,71.827,10.1016/j.chemosphere.2019.125488,116,,21.6,25.3,HepG2,Chemosphere,Elsevier BV,2020,High-throughput transcriptomics: An insight on the pathways affected in HepG2 cells exposed to nickel oxide nanoparticles,FALSE,FALSE,closed,116_10.1016@j.chemosphere.2019.125488.pdf,0
3739,NiO,Sphere,,Commercial,Positive,197,-11.5,10000,H,Human,Liver,Epithelial,Adult,24,50,MTS,TetrazoliumSalt,59.518,10.1016/j.chemosphere.2019.125488,116,,21.6,25.3,HepG2,Chemosphere,Elsevier BV,2020,High-throughput transcriptomics: An insight on the pathways affected in HepG2 cells exposed to nickel oxide nanoparticles,FALSE,FALSE,closed,116_10.1016@j.chemosphere.2019.125488.pdf,0
3740,NiO,Sphere,,Commercial,Positive,197,-11.5,10000,H,Human,Liver,Epithelial,Adult,24,100,MTS,TetrazoliumSalt,39.848,10.1016/j.chemosphere.2019.125488,116,,21.6,25.3,HepG2,Chemosphere,Elsevier BV,2020,High-throughput transcriptomics: An insight on the pathways affected in HepG2 cells exposed to nickel oxide nanoparticles,FALSE,FALSE,closed,116_10.1016@j.chemosphere.2019.125488.pdf,0
3741,NiO,Sphere,,Commercial,Positive,197,-11.5,10000,H,Human,Liver,Epithelial,Adult,24,5,NRU,NeutralRed,97.387,10.1016/j.chemosphere.2019.125488,116,,21.6,25.3,HepG2,Chemosphere,Elsevier BV,2020,High-throughput transcriptomics: An insight on the pathways affected in HepG2 cells exposed to nickel oxide nanoparticles,FALSE,FALSE,closed,116_10.1016@j.chemosphere.2019.125488.pdf,0
3742,NiO,Sphere,,Commercial,Positive,197,-11.5,10000,H,Human,Liver,Epithelial,Adult,24,10,NRU,NeutralRed,95.873,10.1016/j.chemosphere.2019.125488,116,,21.6,25.3,HepG2,Chemosphere,Elsevier BV,2020,High-throughput transcriptomics: An insight on the pathways affected in HepG2 cells exposed to nickel oxide nanoparticles,FALSE,FALSE,closed,116_10.1016@j.chemosphere.2019.125488.pdf,0
3743,NiO,Sphere,,Commercial,Positive,197,-11.5,10000,H,Human,Liver,Epithelial,Adult,24,25,NRU,NeutralRed,92.71,10.1016/j.chemosphere.2019.125488,116,,21.6,25.3,HepG2,Chemosphere,Elsevier BV,2020,High-throughput transcriptomics: An insight on the pathways affected in HepG2 cells exposed to nickel oxide nanoparticles,FALSE,FALSE,closed,116_10.1016@j.chemosphere.2019.125488.pdf,0
3744,NiO,Sphere,,Commercial,Positive,197,-11.5,10000,H,Human,Liver,Epithelial,Adult,24,50,NRU,NeutralRed,85.282,10.1016/j.chemosphere.2019.125488,116,,21.6,25.3,HepG2,Chemosphere,Elsevier BV,2020,High-throughput transcriptomics: An insight on the pathways affected in HepG2 cells exposed to nickel oxide nanoparticles,FALSE,FALSE,closed,116_10.1016@j.chemosphere.2019.125488.pdf,0
3745,NiO,Sphere,,Commercial,Positive,197,-11.5,10000,H,Human,Liver,Epithelial,Adult,24,100,NRU,NeutralRed,81.568,10.1016/j.chemosphere.2019.125488,116,,21.6,25.3,HepG2,Chemosphere,Elsevier BV,2020,High-throughput transcriptomics: An insight on the pathways affected in HepG2 cells exposed to nickel oxide nanoparticles,FALSE,FALSE,closed,116_10.1016@j.chemosphere.2019.125488.pdf,0
3746,NiO,Sphere,,Commercial,,151,,10000,H,Human,Cervix,Epithelial,Adult,24,1,MTT,TetrazoliumSalt,94.911,10.1016/j.fct.2012.01.017,117,,22,,HEp-2,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3747,NiO,Sphere,,Commercial,,151,,10000,H,Human,Cervix,Epithelial,Adult,24,2,MTT,TetrazoliumSalt,80.407,10.1016/j.fct.2012.01.017,117,,22,,HEp-2,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3748,NiO,Sphere,,Commercial,,151,,10000,H,Human,Cervix,Epithelial,Adult,24,5,MTT,TetrazoliumSalt,79.262,10.1016/j.fct.2012.01.017,117,,22,,HEp-2,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3749,NiO,Sphere,,Commercial,,151,,10000,H,Human,Cervix,Epithelial,Adult,24,10,MTT,TetrazoliumSalt,58.779,10.1016/j.fct.2012.01.017,117,,22,,HEp-2,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3750,NiO,Sphere,,Commercial,,151,,10000,H,Human,Cervix,Epithelial,Adult,24,25,MTT,TetrazoliumSalt,43.13,10.1016/j.fct.2012.01.017,117,,22,,HEp-2,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3751,NiO,Sphere,,Commercial,,151,,10000,H,Human,Cervix,Epithelial,Adult,24,50,MTT,TetrazoliumSalt,20.229,10.1016/j.fct.2012.01.017,117,,22,,HEp-2,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3752,NiO,Sphere,,Commercial,,151,,10000,H,Human,Cervix,Epithelial,Adult,24,100,MTT,TetrazoliumSalt,11.196,10.1016/j.fct.2012.01.017,117,,22,,HEp-2,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3753,NiO,Sphere,,Commercial,,151,,10000,H,Human,Breast,Epithelial,Adult,24,1,MTT,TetrazoliumSalt,93.13,10.1016/j.fct.2012.01.017,117,,22,,MCF-7,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3754,NiO,Sphere,,Commercial,,151,,10000,H,Human,Breast,Epithelial,Adult,24,2,MTT,TetrazoliumSalt,75.064,10.1016/j.fct.2012.01.017,117,,22,,MCF-7,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3755,NiO,Sphere,,Commercial,,151,,10000,H,Human,Breast,Epithelial,Adult,24,5,MTT,TetrazoliumSalt,70.483,10.1016/j.fct.2012.01.017,117,,22,,MCF-7,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3756,NiO,Sphere,,Commercial,,151,,10000,H,Human,Breast,Epithelial,Adult,24,10,MTT,TetrazoliumSalt,48.219,10.1016/j.fct.2012.01.017,117,,22,,MCF-7,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3757,NiO,Sphere,,Commercial,,151,,10000,H,Human,Breast,Epithelial,Adult,24,25,MTT,TetrazoliumSalt,33.461,10.1016/j.fct.2012.01.017,117,,22,,MCF-7,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3758,NiO,Sphere,,Commercial,,151,,10000,H,Human,Breast,Epithelial,Adult,24,50,MTT,TetrazoliumSalt,16.031,10.1016/j.fct.2012.01.017,117,,22,,MCF-7,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3759,NiO,Sphere,,Commercial,,151,,10000,H,Human,Breast,Epithelial,Adult,24,100,MTT,TetrazoliumSalt,8.7786,10.1016/j.fct.2012.01.017,117,,22,,MCF-7,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3760,NiO,Sphere,,Commercial,,151,,10000,H,Human,Cervix,Epithelial,Adult,24,1,NRU,NeutralRed,98.588,10.1016/j.fct.2012.01.017,117,,22,,HEp-2,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3761,NiO,Sphere,,Commercial,,151,,10000,H,Human,Cervix,Epithelial,Adult,24,2,NRU,NeutralRed,84.339,10.1016/j.fct.2012.01.017,117,,22,,HEp-2,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3762,NiO,Sphere,,Commercial,,151,,10000,H,Human,Cervix,Epithelial,Adult,24,5,NRU,NeutralRed,69.576,10.1016/j.fct.2012.01.017,117,,22,,HEp-2,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3763,NiO,Sphere,,Commercial,,151,,10000,H,Human,Cervix,Epithelial,Adult,24,10,NRU,NeutralRed,53.017,10.1016/j.fct.2012.01.017,117,,22,,HEp-2,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3764,NiO,Sphere,,Commercial,,151,,10000,H,Human,Cervix,Epithelial,Adult,24,25,NRU,NeutralRed,38.768,10.1016/j.fct.2012.01.017,117,,22,,HEp-2,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3765,NiO,Sphere,,Commercial,,151,,10000,H,Human,Cervix,Epithelial,Adult,24,50,NRU,NeutralRed,25.546,10.1016/j.fct.2012.01.017,117,,22,,HEp-2,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3766,NiO,Sphere,,Commercial,,151,,10000,H,Human,Cervix,Epithelial,Adult,24,100,NRU,NeutralRed,15.661,10.1016/j.fct.2012.01.017,117,,22,,HEp-2,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3767,NiO,Sphere,,Commercial,,151,,10000,H,Human,Breast,Epithelial,Adult,24,1,NRU,NeutralRed,94.095,10.1016/j.fct.2012.01.017,117,,22,,MCF-7,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3768,NiO,Sphere,,Commercial,,151,,10000,H,Human,Breast,Epithelial,Adult,24,2,NRU,NeutralRed,77.535,10.1016/j.fct.2012.01.017,117,,22,,MCF-7,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3769,NiO,Sphere,,Commercial,,151,,10000,H,Human,Breast,Epithelial,Adult,24,5,NRU,NeutralRed,58.28,10.1016/j.fct.2012.01.017,117,,22,,MCF-7,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3770,NiO,Sphere,,Commercial,,151,,10000,H,Human,Breast,Epithelial,Adult,24,10,NRU,NeutralRed,44.673,10.1016/j.fct.2012.01.017,117,,22,,MCF-7,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3771,NiO,Sphere,,Commercial,,151,,10000,H,Human,Breast,Epithelial,Adult,24,25,NRU,NeutralRed,33.761,10.1016/j.fct.2012.01.017,117,,22,,MCF-7,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3772,NiO,Sphere,,Commercial,,151,,10000,H,Human,Breast,Epithelial,Adult,24,50,NRU,NeutralRed,20.796,10.1016/j.fct.2012.01.017,117,,22,,MCF-7,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3773,NiO,Sphere,,Commercial,,151,,10000,H,Human,Breast,Epithelial,Adult,24,100,NRU,NeutralRed,13.992,10.1016/j.fct.2012.01.017,117,,22,,MCF-7,Food and Chemical Toxicology,Elsevier BV,2012,"Nickel oxide nanoparticles induce cytotoxicity, oxidative stress and apoptosis in cultured human cells that is abrogated by the dietary antioxidant curcumin",FALSE,FALSE,closed,117_siddiqui2012.pdf,0
3774,CuO,Sphere,,Commercial,Negative,185.2,-7.05,5000,H,Human,Lung,Epithelial,Adult,24,0.5,CCK-8,,109.73,10.1021/tx3002093,118,,30,-29.1,A549,Chemical Research in Toxicology,American Chemical Society (ACS),2012,"CuO Nanoparticle Interaction with Human Epithelial Cells: Cellular Uptake, Location, Export, and Genotoxicity",FALSE,FALSE,closed,118_wang2012.pdf,0
3775,CuO,Sphere,,Commercial,Negative,185.2,-7.05,5000,H,Human,Lung,Epithelial,Adult,24,1,CCK-8,,103.7,10.1021/tx3002093,118,,30,-29.1,A549,Chemical Research in Toxicology,American Chemical Society (ACS),2012,"CuO Nanoparticle Interaction with Human Epithelial Cells: Cellular Uptake, Location, Export, and Genotoxicity",FALSE,FALSE,closed,118_wang2012.pdf,0
3776,CuO,Sphere,,Commercial,Negative,185.2,-7.05,5000,H,Human,Lung,Epithelial,Adult,24,5,CCK-8,,97.86,10.1021/tx3002093,118,,30,-29.1,A549,Chemical Research in Toxicology,American Chemical Society (ACS),2012,"CuO Nanoparticle Interaction with Human Epithelial Cells: Cellular Uptake, Location, Export, and Genotoxicity",FALSE,FALSE,closed,118_wang2012.pdf,0
3777,CuO,Sphere,,Commercial,Negative,185.2,-7.05,5000,H,Human,Lung,Epithelial,Adult,24,20,CCK-8,,84.241,10.1021/tx3002093,118,,30,-29.1,A549,Chemical Research in Toxicology,American Chemical Society (ACS),2012,"CuO Nanoparticle Interaction with Human Epithelial Cells: Cellular Uptake, Location, Export, and Genotoxicity",FALSE,FALSE,closed,118_wang2012.pdf,0
3778,CuO,Sphere,,Commercial,Negative,185.2,-7.05,5000,H,Human,Lung,Epithelial,Adult,24,30,CCK-8,,56.42,10.1021/tx3002093,118,,30,-29.1,A549,Chemical Research in Toxicology,American Chemical Society (ACS),2012,"CuO Nanoparticle Interaction with Human Epithelial Cells: Cellular Uptake, Location, Export, and Genotoxicity",FALSE,FALSE,closed,118_wang2012.pdf,0
3779,CuO,Sphere,,Commercial,Negative,185.2,-7.05,5000,H,Human,Lung,Epithelial,Adult,24,40,CCK-8,,19.844,10.1021/tx3002093,118,,30,-29.1,A549,Chemical Research in Toxicology,American Chemical Society (ACS),2012,"CuO Nanoparticle Interaction with Human Epithelial Cells: Cellular Uptake, Location, Export, and Genotoxicity",FALSE,FALSE,closed,118_wang2012.pdf,0
3780,CuO,Sphere,,Commercial,Negative,185.2,-7.05,5000,H,Human,Lung,Epithelial,Adult,24,50,CCK-8,,4.2802,10.1021/tx3002093,118,,30,-29.1,A549,Chemical Research in Toxicology,American Chemical Society (ACS),2012,"CuO Nanoparticle Interaction with Human Epithelial Cells: Cellular Uptake, Location, Export, and Genotoxicity",FALSE,FALSE,closed,118_wang2012.pdf,0
